ID_Venta,Fecha,ID_Cliente,Región_Cliente,ID_Producto,Cantidad,Método_Pago,Método_Pago_Nombre,Estado,Nombre_Producto,Precio_Unitario,Categoría,Total_Venta,Mes,Nro de Mes,Mes_Año,Cat_MetodoPago,Año
1588,25/6/2024,324,NEA,3,6,1,Efectivo,Completa,Queso cremoso,$17.23,Lácteos,$103.38,junio,6,martes-06,Lácteos - Efectivo,2024
1835,25/6/2024,100,NEA,26,4,5,Transferencia,Completa,Hamburgesas congeladas,$9.54,Congelados,$38.16,junio,6,martes-06,Congelados - Transferencia,2024
2438,25/6/2024,287,NEA,14,1,5,Transferencia,Pendiente,Facturas,$12.36,Panadería,$12.36,junio,6,martes-06,Panadería - Transferencia,2024
2552,25/6/2024,310,Patagonia,31,6,5,Transferencia,Completa,Galletitas de agua,$5.24,Galletitas y Snacks,$31.44,junio,6,martes-06,Galletitas y Snacks - Transferencia,2024
2865,25/6/2024,265,Centro,22,2,4,Mercado Pago,Completa,Cebolla,$4.21,Frutas y Verduras,$8.42,junio,6,martes-06,Frutas y Verduras - Mercado Pago,2024
2931,25/6/2024,41,Patagonia,29,3,1,Efectivo,Completa,Cerveza,$11.54,Bebidas,$34.62,junio,6,martes-06,Bebidas - Efectivo,2024
2942,25/6/2024,215,NEA,28,4,3,Tarjeta de Débito,Completa,Jugos de frutas,$9.45,Bebidas,$37.80,junio,6,martes-06,Bebidas - Tarjeta de Débito,2024
570,26/6/2024,185,Centro,19,5,3,Tarjeta de Débito,Completa,Tomates,$6.54,Frutas y Verduras,$32.70,junio,6,miércoles-06,Frutas y Verduras - Tarjeta de Débito,2024
2014,26/6/2024,229,Cuyo,35,4,2,Tarjeta de Crédito,Completa,Arroz,$4.25,Conservas,$17.00,junio,6,miércoles-06,Conservas - Tarjeta de Crédito,2024
2633,26/6/2024,13,Centro,4,5,5,Transferencia,Completa,Queso rallado,$19.23,Lácteos,$96.15,junio,6,miércoles-06,Lácteos - Transferencia,2024
2820,26/6/2024,258,Centro,14,2,4,Mercado Pago,Completa,Facturas,$12.36,Panadería,$24.72,junio,6,miércoles-06,Panadería - Mercado Pago,2024
191,27/6/2024,186,Patagonia,11,1,3,Tarjeta de Débito,Completa,Salchicha,$11.23,Carnicería,$11.23,junio,6,jueves-06,Carnicería - Tarjeta de Débito,2024
460,27/6/2024,166,NEA,27,3,1,Efectivo,Completa,Agua mineral,$6.21,Bebidas,$18.63,junio,6,jueves-06,Bebidas - Efectivo,2024
578,27/6/2024,180,Buenos Aires,15,2,5,Transferencia,Completa,Medialunas,$3.51,Panadería,$7.02,junio,6,jueves-06,Panadería - Transferencia,2024
750,27/6/2024,198,NOA,30,2,5,Transferencia,Completa,Vino tinto,$13.54,Bebidas,$27.08,junio,6,jueves-06,Bebidas - Transferencia,2024
2268,27/6/2024,260,Buenos Aires,4,6,4,Mercado Pago,Completa,Queso rallado,$19.23,Lácteos,$115.38,junio,6,jueves-06,Lácteos - Mercado Pago,2024
2411,27/6/2024,178,Patagonia,24,2,5,Transferencia,Completa,Empanadas,$13.54,Congelados,$27.08,junio,6,jueves-06,Congelados - Transferencia,2024
2516,27/6/2024,268,NOA,17,4,5,Transferencia,Completa,Manzanas,$6.54,Frutas y Verduras,$26.16,junio,6,jueves-06,Frutas y Verduras - Transferencia,2024
2671,27/6/2024,36,Buenos Aires,24,1,5,Transferencia,Completa,Empanadas,$13.54,Congelados,$13.54,junio,6,jueves-06,Congelados - Transferencia,2024
2881,27/6/2024,163,Buenos Aires,9,5,3,Tarjeta de Débito,Completa,Pollo,$18.56,Carnicería,$92.80,junio,6,jueves-06,Carnicería - Tarjeta de Débito,2024
268,28/6/2024,119,Patagonia,32,5,1,Efectivo,Completa,Galletitas de chocolate,$6.25,Galletitas y Snacks,$31.25,junio,6,viernes-06,Galletitas y Snacks - Efectivo,2024
819,28/6/2024,252,Patagonia,2,4,1,Efectivo,Completa,Yogur,$5.21,Lácteos,$20.84,junio,6,viernes-06,Lácteos - Efectivo,2024
866,28/6/2024,46,Centro,33,2,5,Transferencia,Completa,Papas chips,$8.54,Galletitas y Snacks,$17.08,junio,6,viernes-06,Galletitas y Snacks - Transferencia,2024
1695,28/6/2024,103,Patagonia,16,5,3,Tarjeta de Débito,Completa,Tortas,$15.23,Panadería,$76.15,junio,6,viernes-06,Panadería - Tarjeta de Débito,2024
1766,28/6/2024,46,Centro,11,6,4,Mercado Pago,Completa,Salchicha,$11.23,Carnicería,$67.38,junio,6,viernes-06,Carnicería - Mercado Pago,2024
1950,28/6/2024,111,Cuyo,15,5,1,Efectivo,Pendiente,Medialunas,$3.51,Panadería,$17.55,junio,6,viernes-06,Panadería - Efectivo,2024
1980,28/6/2024,160,Centro,30,4,5,Transferencia,Pendiente,Vino tinto,$13.54,Bebidas,$54.16,junio,6,viernes-06,Bebidas - Transferencia,2024
2330,28/6/2024,254,Patagonia,12,4,3,Tarjeta de Débito,Completa,Pan francés,$8.12,Panadería,$32.48,junio,6,viernes-06,Panadería - Tarjeta de Débito,2024
2946,28/6/2024,296,Buenos Aires,11,6,5,Transferencia,Pendiente,Salchicha,$11.23,Carnicería,$67.38,junio,6,viernes-06,Carnicería - Transferencia,2024
21,29/6/2024,184,Buenos Aires,27,2,1,Efectivo,Completa,Agua mineral,$6.21,Bebidas,$12.42,junio,6,sábado-06,Bebidas - Efectivo,2024
754,29/6/2024,216,Centro,23,4,3,Tarjeta de Débito,Completa,Papas fritas,$8.23,Congelados,$32.92,junio,6,sábado-06,Congelados - Tarjeta de Débito,2024
825,29/6/2024,120,Buenos Aires,29,6,4,Mercado Pago,Completa,Cerveza,$11.54,Bebidas,$69.24,junio,6,sábado-06,Bebidas - Mercado Pago,2024
1329,29/6/2024,233,Centro,27,6,1,Efectivo,Completa,Agua mineral,$6.21,Bebidas,$37.26,junio,6,sábado-06,Bebidas - Efectivo,2024
1384,29/6/2024,62,NEA,30,4,3,Tarjeta de Débito,Completa,Vino tinto,$13.54,Bebidas,$54.16,junio,6,sábado-06,Bebidas - Tarjeta de Débito,2024
1452,29/6/2024,56,Centro,20,1,4,Mercado Pago,Completa,Lechugas,$4.25,Frutas y Verduras,$4.25,junio,6,sábado-06,Frutas y Verduras - Mercado Pago,2024
1462,29/6/2024,86,Patagonia,11,5,5,Transferencia,Completa,Salchicha,$11.23,Carnicería,$56.15,junio,6,sábado-06,Carnicería - Transferencia,2024
1658,29/6/2024,193,Buenos Aires,1,3,1,Efectivo,Completa,Leche,$12.24,Lácteos,$36.72,junio,6,sábado-06,Lácteos - Efectivo,2024
1693,29/6/2024,68,Patagonia,6,2,4,Mercado Pago,Completa,Asado,$28.56,Carnicería,$57.12,junio,6,sábado-06,Carnicería - Mercado Pago,2024
1797,29/6/2024,192,Cuyo,4,6,5,Transferencia,Completa,Queso rallado,$19.23,Lácteos,$115.38,junio,6,sábado-06,Lácteos - Transferencia,2024
1849,29/6/2024,30,Buenos Aires,30,3,4,Mercado Pago,Pendiente,Vino tinto,$13.54,Bebidas,$40.62,junio,6,sábado-06,Bebidas - Mercado Pago,2024
2399,29/6/2024,73,Centro,37,2,1,Efectivo,Pendiente,Garbanzos,$3.65,Conservas,$7.30,junio,6,sábado-06,Conservas - Efectivo,2024
2721,29/6/2024,29,NEA,20,2,4,Mercado Pago,Completa,Lechugas,$4.25,Frutas y Verduras,$8.50,junio,6,sábado-06,Frutas y Verduras - Mercado Pago,2024
79,30/6/2024,133,Buenos Aires,24,4,4,Mercado Pago,Pendiente,Empanadas,$13.54,Congelados,$54.16,junio,6,domingo-06,Congelados - Mercado Pago,2024
599,30/6/2024,61,Buenos Aires,37,6,4,Mercado Pago,Completa,Garbanzos,$3.65,Conservas,$21.90,junio,6,domingo-06,Conservas - Mercado Pago,2024
920,30/6/2024,50,Buenos Aires,33,1,1,Efectivo,Completa,Papas chips,$8.54,Galletitas y Snacks,$8.54,junio,6,domingo-06,Galletitas y Snacks - Efectivo,2024
1260,30/6/2024,115,Cuyo,25,2,4,Mercado Pago,Completa,Pizza congelada,$15.45,Congelados,$30.90,junio,6,domingo-06,Congelados - Mercado Pago,2024
1851,30/6/2024,318,Buenos Aires,35,5,4,Mercado Pago,Pendiente,Arroz,$4.25,Conservas,$21.25,junio,6,domingo-06,Conservas - Mercado Pago,2024
2070,30/6/2024,89,Patagonia,17,1,1,Efectivo,Completa,Manzanas,$6.54,Frutas y Verduras,$6.54,junio,6,domingo-06,Frutas y Verduras - Efectivo,2024
2314,30/6/2024,171,Cuyo,28,6,3,Tarjeta de Débito,Completa,Jugos de frutas,$9.45,Bebidas,$56.70,junio,6,domingo-06,Bebidas - Tarjeta de Débito,2024
2396,30/6/2024,176,NEA,2,3,2,Tarjeta de Crédito,Completa,Yogur,$5.21,Lácteos,$15.63,junio,6,domingo-06,Lácteos - Tarjeta de Crédito,2024
2462,30/6/2024,102,Patagonia,37,4,2,Tarjeta de Crédito,Pendiente,Garbanzos,$3.65,Conservas,$14.60,junio,6,domingo-06,Conservas - Tarjeta de Crédito,2024
2609,30/6/2024,148,Centro,12,6,3,Tarjeta de Débito,Completa,Pan francés,$8.12,Panadería,$48.72,junio,6,domingo-06,Panadería - Tarjeta de Débito,2024
2663,30/6/2024,251,Centro,11,4,5,Transferencia,Pendiente,Salchicha,$11.23,Carnicería,$44.92,junio,6,domingo-06,Carnicería - Transferencia,2024
2766,30/6/2024,185,Centro,37,1,1,Efectivo,Completa,Garbanzos,$3.65,Conservas,$3.65,junio,6,domingo-06,Conservas - Efectivo,2024
507,1/7/2024,73,Centro,38,6,5,Transferencia,Completa,Atún enlatado,$6.21,Conservas,$37.26,julio,7,lunes-07,Conservas - Transferencia,2024
804,1/7/2024,154,Patagonia,10,2,5,Transferencia,Pendiente,Costilla de cerdo,$14.25,Carnicería,$28.50,julio,7,lunes-07,Carnicería - Transferencia,2024
1052,1/7/2024,219,Patagonia,18,1,3,Tarjeta de Débito,Pendiente,Bananas,$7.25,Frutas y Verduras,$7.25,julio,7,lunes-07,Frutas y Verduras - Tarjeta de Débito,2024
1159,1/7/2024,233,Centro,21,2,1,Efectivo,Completa,Zanahorias,$3.25,Frutas y Verduras,$6.50,julio,7,lunes-07,Frutas y Verduras - Efectivo,2024
1186,1/7/2024,24,Cuyo,23,6,4,Mercado Pago,Completa,Papas fritas,$8.23,Congelados,$49.38,julio,7,lunes-07,Congelados - Mercado Pago,2024
2393,1/7/2024,58,Buenos Aires,15,4,1,Efectivo,Completa,Medialunas,$3.51,Panadería,$14.04,julio,7,lunes-07,Panadería - Efectivo,2024
2672,1/7/2024,49,Buenos Aires,24,6,3,Tarjeta de Débito,Completa,Empanadas,$13.54,Congelados,$81.24,julio,7,lunes-07,Congelados - Tarjeta de Débito,2024
201,2/7/2024,141,NEA,14,3,4,Mercado Pago,Completa,Facturas,$12.36,Panadería,$37.08,julio,7,martes-07,Panadería - Mercado Pago,2024
219,2/7/2024,24,Cuyo,23,6,4,Mercado Pago,Completa,Papas fritas,$8.23,Congelados,$49.38,julio,7,martes-07,Congelados - Mercado Pago,2024
306,2/7/2024,14,Buenos Aires,38,2,5,Transferencia,Completa,Atún enlatado,$6.21,Conservas,$12.42,julio,7,martes-07,Conservas - Transferencia,2024
474,2/7/2024,25,Patagonia,18,3,4,Mercado Pago,Completa,Bananas,$7.25,Frutas y Verduras,$21.75,julio,7,martes-07,Frutas y Verduras - Mercado Pago,2024
1005,2/7/2024,131,Buenos Aires,4,6,5,Transferencia,Completa,Queso rallado,$19.23,Lácteos,$115.38,julio,7,martes-07,Lácteos - Transferencia,2024
1746,2/7/2024,269,Centro,5,4,5,Transferencia,Completa,Manteca,$5.65,Lácteos,$22.60,julio,7,martes-07,Lácteos - Transferencia,2024
1798,2/7/2024,167,Buenos Aires,35,6,5,Transferencia,Completa,Arroz,$4.25,Conservas,$25.50,julio,7,martes-07,Conservas - Transferencia,2024
1897,2/7/2024,57,Centro,37,2,4,Mercado Pago,Pendiente,Garbanzos,$3.65,Conservas,$7.30,julio,7,martes-07,Conservas - Mercado Pago,2024
2150,2/7/2024,214,Patagonia,25,5,5,Transferencia,Completa,Pizza congelada,$15.45,Congelados,$77.25,julio,7,martes-07,Congelados - Transferencia,2024
2194,2/7/2024,157,Patagonia,8,2,1,Efectivo,Completa,Milanesa,$16.21,Carnicería,$32.42,julio,7,martes-07,Carnicería - Efectivo,2024
2224,2/7/2024,286,Centro,28,3,4,Mercado Pago,Pendiente,Jugos de frutas,$9.45,Bebidas,$28.35,julio,7,martes-07,Bebidas - Mercado Pago,2024
2787,2/7/2024,249,Buenos Aires,28,4,5,Transferencia,Completa,Jugos de frutas,$9.45,Bebidas,$37.80,julio,7,martes-07,Bebidas - Transferencia,2024
2916,2/7/2024,268,NOA,17,6,4,Mercado Pago,Completa,Manzanas,$6.54,Frutas y Verduras,$39.24,julio,7,martes-07,Frutas y Verduras - Mercado Pago,2024
528,3/7/2024,93,Buenos Aires,37,2,3,Tarjeta de Débito,Completa,Garbanzos,$3.65,Conservas,$7.30,julio,7,miércoles-07,Conservas - Tarjeta de Débito,2024
2034,3/7/2024,15,Buenos Aires,24,1,5,Transferencia,Completa,Empanadas,$13.54,Congelados,$13.54,julio,7,miércoles-07,Congelados - Transferencia,2024
2077,3/7/2024,62,NEA,21,6,4,Mercado Pago,Completa,Zanahorias,$3.25,Frutas y Verduras,$19.50,julio,7,miércoles-07,Frutas y Verduras - Mercado Pago,2024
2503,3/7/2024,205,Patagonia,1,3,3,Tarjeta de Débito,Completa,Leche,$12.24,Lácteos,$36.72,julio,7,miércoles-07,Lácteos - Tarjeta de Débito,2024
2526,3/7/2024,246,NEA,3,4,5,Transferencia,Pendiente,Queso cremoso,$17.23,Lácteos,$68.92,julio,7,miércoles-07,Lácteos - Transferencia,2024
2574,3/7/2024,62,NEA,2,3,5,Transferencia,Pendiente,Yogur,$5.21,Lácteos,$15.63,julio,7,miércoles-07,Lácteos - Transferencia,2024
2996,3/7/2024,22,Centro,17,4,5,Transferencia,Completa,Manzanas,$6.54,Frutas y Verduras,$26.16,julio,7,miércoles-07,Frutas y Verduras - Transferencia,2024
24,4/7/2024,184,Buenos Aires,37,4,3,Tarjeta de Débito,Completa,Garbanzos,$3.65,Conservas,$14.60,julio,7,jueves-07,Conservas - Tarjeta de Débito,2024
288,4/7/2024,88,Patagonia,32,3,4,Mercado Pago,Completa,Galletitas de chocolate,$6.25,Galletitas y Snacks,$18.75,julio,7,jueves-07,Galletitas y Snacks - Mercado Pago,2024
364,4/7/2024,128,Buenos Aires,34,1,5,Transferencia,Completa,Maníes,$5.45,Galletitas y Snacks,$5.45,julio,7,jueves-07,Galletitas y Snacks - Transferencia,2024
700,4/7/2024,134,Cuyo,8,3,1,Efectivo,Completa,Milanesa,$16.21,Carnicería,$48.63,julio,7,jueves-07,Carnicería - Efectivo,2024
883,4/7/2024,222,Centro,2,2,5,Transferencia,Completa,Yogur,$5.21,Lácteos,$10.42,julio,7,jueves-07,Lácteos - Transferencia,2024
1036,4/7/2024,230,Centro,30,2,5,Transferencia,Completa,Vino tinto,$13.54,Bebidas,$27.08,julio,7,jueves-07,Bebidas - Transferencia,2024
1594,4/7/2024,253,Buenos Aires,4,1,1,Efectivo,Cancelada,Queso rallado,$19.23,Lácteos,$19.23,julio,7,jueves-07,Lácteos - Efectivo,2024
1896,4/7/2024,302,Patagonia,19,6,1,Efectivo,Completa,Tomates,$6.54,Frutas y Verduras,$39.24,julio,7,jueves-07,Frutas y Verduras - Efectivo,2024
2035,4/7/2024,225,Buenos Aires,18,6,1,Efectivo,Completa,Bananas,$7.25,Frutas y Verduras,$43.50,julio,7,jueves-07,Frutas y Verduras - Efectivo,2024
2191,4/7/2024,80,NEA,12,4,3,Tarjeta de Débito,Completa,Pan francés,$8.12,Panadería,$32.48,julio,7,jueves-07,Panadería - Tarjeta de Débito,2024
2715,4/7/2024,159,NEA,4,1,3,Tarjeta de Débito,Completa,Queso rallado,$19.23,Lácteos,$19.23,julio,7,jueves-07,Lácteos - Tarjeta de Débito,2024
184,5/7/2024,150,Buenos Aires,34,6,1,Efectivo,Completa,Maníes,$5.45,Galletitas y Snacks,$32.70,julio,7,viernes-07,Galletitas y Snacks - Efectivo,2024
802,5/7/2024,214,Patagonia,1,6,5,Transferencia,Pendiente,Leche,$12.24,Lácteos,$73.44,julio,7,viernes-07,Lácteos - Transferencia,2024
1372,5/7/2024,41,Patagonia,23,4,4,Mercado Pago,Pendiente,Papas fritas,$8.23,Congelados,$32.92,julio,7,viernes-07,Congelados - Mercado Pago,2024
1411,5/7/2024,75,NEA,35,6,3,Tarjeta de Débito,Completa,Arroz,$4.25,Conservas,$25.50,julio,7,viernes-07,Conservas - Tarjeta de Débito,2024
1839,5/7/2024,197,Cuyo,23,3,2,Tarjeta de Crédito,Completa,Papas fritas,$8.23,Congelados,$24.69,julio,7,viernes-07,Congelados - Tarjeta de Crédito,2024
2529,5/7/2024,77,Buenos Aires,31,1,5,Transferencia,Completa,Galletitas de agua,$5.24,Galletitas y Snacks,$5.24,julio,7,viernes-07,Galletitas y Snacks - Transferencia,2024
2624,5/7/2024,52,Patagonia,3,3,3,Tarjeta de Débito,Completa,Queso cremoso,$17.23,Lácteos,$51.69,julio,7,viernes-07,Lácteos - Tarjeta de Débito,2024
2872,5/7/2024,277,Patagonia,27,3,4,Mercado Pago,Pendiente,Agua mineral,$6.21,Bebidas,$18.63,julio,7,viernes-07,Bebidas - Mercado Pago,2024
67,6/7/2024,120,Buenos Aires,18,2,5,Transferencia,Completa,Bananas,$7.25,Frutas y Verduras,$14.50,julio,7,sábado-07,Frutas y Verduras - Transferencia,2024
130,6/7/2024,273,Cuyo,29,4,1,Efectivo,Completa,Cerveza,$11.54,Bebidas,$46.16,julio,7,sábado-07,Bebidas - Efectivo,2024
181,6/7/2024,143,Buenos Aires,34,6,1,Efectivo,Completa,Maníes,$5.45,Galletitas y Snacks,$32.70,julio,7,sábado-07,Galletitas y Snacks - Efectivo,2024
644,6/7/2024,232,Buenos Aires,9,5,2,Tarjeta de Crédito,Pendiente,Pollo,$18.56,Carnicería,$92.80,julio,7,sábado-07,Carnicería - Tarjeta de Crédito,2024
960,6/7/2024,200,Centro,4,2,4,Mercado Pago,Completa,Queso rallado,$19.23,Lácteos,$38.46,julio,7,sábado-07,Lácteos - Mercado Pago,2024
1091,6/7/2024,250,Centro,15,5,4,Mercado Pago,Completa,Medialunas,$3.51,Panadería,$17.55,julio,7,sábado-07,Panadería - Mercado Pago,2024
1338,6/7/2024,60,NEA,4,3,4,Mercado Pago,Completa,Queso rallado,$19.23,Lácteos,$57.69,julio,7,sábado-07,Lácteos - Mercado Pago,2024
1626,6/7/2024,171,Cuyo,36,3,1,Efectivo,Completa,Lentejas,$3.25,Conservas,$9.75,julio,7,sábado-07,Conservas - Efectivo,2024
2168,6/7/2024,38,Patagonia,18,5,3,Tarjeta de Débito,Completa,Bananas,$7.25,Frutas y Verduras,$36.25,julio,7,sábado-07,Frutas y Verduras - Tarjeta de Débito,2024
2430,6/7/2024,264,Buenos Aires,9,4,5,Transferencia,Completa,Pollo,$18.56,Carnicería,$74.24,julio,7,sábado-07,Carnicería - Transferencia,2024
2900,6/7/2024,152,NOA,12,5,4,Mercado Pago,Completa,Pan francés,$8.12,Panadería,$40.60,julio,7,sábado-07,Panadería - Mercado Pago,2024
2976,6/7/2024,214,Patagonia,29,5,3,Tarjeta de Débito,Completa,Cerveza,$11.54,Bebidas,$57.70,julio,7,sábado-07,Bebidas - Tarjeta de Débito,2024
13,7/7/2024,75,NEA,32,4,4,Mercado Pago,Completa,Galletitas de chocolate,$6.25,Galletitas y Snacks,$25.00,julio,7,domingo-07,Galletitas y Snacks - Mercado Pago,2024
536,7/7/2024,117,NOA,16,1,5,Transferencia,Completa,Tortas,$15.23,Panadería,$15.23,julio,7,domingo-07,Panadería - Transferencia,2024
551,7/7/2024,146,Cuyo,7,6,4,Mercado Pago,Completa,Chorizo,$11.25,Carnicería,$67.50,julio,7,domingo-07,Carnicería - Mercado Pago,2024
688,7/7/2024,82,Buenos Aires,23,6,1,Efectivo,Pendiente,Papas fritas,$8.23,Congelados,$49.38,julio,7,domingo-07,Congelados - Efectivo,2024
957,7/7/2024,198,NOA,17,5,4,Mercado Pago,Completa,Manzanas,$6.54,Frutas y Verduras,$32.70,julio,7,domingo-07,Frutas y Verduras - Mercado Pago,2024
975,7/7/2024,40,Cuyo,34,6,4,Mercado Pago,Completa,Maníes,$5.45,Galletitas y Snacks,$32.70,julio,7,domingo-07,Galletitas y Snacks - Mercado Pago,2024
981,7/7/2024,33,NEA,17,6,5,Transferencia,Completa,Manzanas,$6.54,Frutas y Verduras,$39.24,julio,7,domingo-07,Frutas y Verduras - Transferencia,2024
1309,7/7/2024,4,Buenos Aires,24,3,5,Transferencia,Pendiente,Empanadas,$13.54,Congelados,$40.62,julio,7,domingo-07,Congelados - Transferencia,2024
1632,7/7/2024,224,Cuyo,38,1,1,Efectivo,Completa,Atún enlatado,$6.21,Conservas,$6.21,julio,7,domingo-07,Conservas - Efectivo,2024
1813,7/7/2024,90,Buenos Aires,35,1,3,Tarjeta de Débito,Pendiente,Arroz,$4.25,Conservas,$4.25,julio,7,domingo-07,Conservas - Tarjeta de Débito,2024
2198,7/7/2024,213,Centro,13,1,2,Tarjeta de Crédito,Completa,Pan integral,$12.56,Panadería,$12.56,julio,7,domingo-07,Panadería - Tarjeta de Crédito,2024
2832,7/7/2024,171,Cuyo,31,2,4,Mercado Pago,Completa,Galletitas de agua,$5.24,Galletitas y Snacks,$10.48,julio,7,domingo-07,Galletitas y Snacks - Mercado Pago,2024
2958,7/7/2024,142,Cuyo,12,6,5,Transferencia,Completa,Pan francés,$8.12,Panadería,$48.72,julio,7,domingo-07,Panadería - Transferencia,2024
663,8/7/2024,183,Patagonia,18,2,5,Transferencia,Completa,Bananas,$7.25,Frutas y Verduras,$14.50,julio,7,lunes-07,Frutas y Verduras - Transferencia,2024
746,8/7/2024,47,Buenos Aires,32,4,4,Mercado Pago,Pendiente,Galletitas de chocolate,$6.25,Galletitas y Snacks,$25.00,julio,7,lunes-07,Galletitas y Snacks - Mercado Pago,2024
1123,8/7/2024,164,Centro,9,5,4,Mercado Pago,Completa,Pollo,$18.56,Carnicería,$92.80,julio,7,lunes-07,Carnicería - Mercado Pago,2024
1944,8/7/2024,130,Buenos Aires,1,6,5,Transferencia,Completa,Leche,$12.24,Lácteos,$73.44,julio,7,lunes-07,Lácteos - Transferencia,2024
1989,8/7/2024,274,Buenos Aires,17,2,3,Tarjeta de Débito,Completa,Manzanas,$6.54,Frutas y Verduras,$13.08,julio,7,lunes-07,Frutas y Verduras - Tarjeta de Débito,2024
2256,8/7/2024,242,NEA,31,5,2,Tarjeta de Crédito,Completa,Galletitas de agua,$5.24,Galletitas y Snacks,$26.20,julio,7,lunes-07,Galletitas y Snacks - Tarjeta de Crédito,2024
97,9/7/2024,103,Patagonia,19,1,4,Mercado Pago,Pendiente,Tomates,$6.54,Frutas y Verduras,$6.54,julio,7,martes-07,Frutas y Verduras - Mercado Pago,2024
212,9/7/2024,75,NEA,9,2,4,Mercado Pago,Pendiente,Pollo,$18.56,Carnicería,$37.12,julio,7,martes-07,Carnicería - Mercado Pago,2024
372,9/7/2024,15,Buenos Aires,1,3,5,Transferencia,Completa,Leche,$12.24,Lácteos,$36.72,julio,7,martes-07,Lácteos - Transferencia,2024
457,9/7/2024,154,Patagonia,31,5,5,Transferencia,Pendiente,Galletitas de agua,$5.24,Galletitas y Snacks,$26.20,julio,7,martes-07,Galletitas y Snacks - Transferencia,2024
557,9/7/2024,208,Buenos Aires,8,3,5,Transferencia,Completa,Milanesa,$16.21,Carnicería,$48.63,julio,7,martes-07,Carnicería - Transferencia,2024
798,9/7/2024,10,Buenos Aires,24,5,4,Mercado Pago,Completa,Empanadas,$13.54,Congelados,$67.70,julio,7,martes-07,Congelados - Mercado Pago,2024
1103,9/7/2024,10,Buenos Aires,34,6,5,Transferencia,Completa,Maníes,$5.45,Galletitas y Snacks,$32.70,julio,7,martes-07,Galletitas y Snacks - Transferencia,2024
1176,9/7/2024,253,Buenos Aires,34,6,5,Transferencia,Completa,Maníes,$5.45,Galletitas y Snacks,$32.70,julio,7,martes-07,Galletitas y Snacks - Transferencia,2024
1475,9/7/2024,39,Patagonia,33,5,5,Transferencia,Completa,Papas chips,$8.54,Galletitas y Snacks,$42.70,julio,7,martes-07,Galletitas y Snacks - Transferencia,2024
1541,9/7/2024,184,Buenos Aires,13,2,5,Transferencia,Pendiente,Pan integral,$12.56,Panadería,$25.12,julio,7,martes-07,Panadería - Transferencia,2024
1790,9/7/2024,225,Buenos Aires,30,2,2,Tarjeta de Crédito,Completa,Vino tinto,$13.54,Bebidas,$27.08,julio,7,martes-07,Bebidas - Tarjeta de Crédito,2024
1941,9/7/2024,133,Buenos Aires,13,2,4,Mercado Pago,Pendiente,Pan integral,$12.56,Panadería,$25.12,julio,7,martes-07,Panadería - Mercado Pago,2024
2064,9/7/2024,306,Cuyo,30,5,4,Mercado Pago,Completa,Vino tinto,$13.54,Bebidas,$67.70,julio,7,martes-07,Bebidas - Mercado Pago,2024
2432,9/7/2024,190,NEA,20,2,5,Transferencia,Pendiente,Lechugas,$4.25,Frutas y Verduras,$8.50,julio,7,martes-07,Frutas y Verduras - Transferencia,2024
2536,9/7/2024,194,Buenos Aires,29,3,3,Tarjeta de Débito,Completa,Cerveza,$11.54,Bebidas,$34.62,julio,7,martes-07,Bebidas - Tarjeta de Débito,2024
2629,9/7/2024,233,Centro,19,1,4,Mercado Pago,Pendiente,Tomates,$6.54,Frutas y Verduras,$6.54,julio,7,martes-07,Frutas y Verduras - Mercado Pago,2024
2639,9/7/2024,228,Centro,35,5,5,Transferencia,Completa,Arroz,$4.25,Conservas,$21.25,julio,7,martes-07,Conservas - Transferencia,2024
2727,9/7/2024,167,Buenos Aires,17,1,3,Tarjeta de Débito,Completa,Manzanas,$6.54,Frutas y Verduras,$6.54,julio,7,martes-07,Frutas y Verduras - Tarjeta de Débito,2024
2788,9/7/2024,18,Centro,25,3,4,Mercado Pago,Completa,Pizza congelada,$15.45,Congelados,$46.35,julio,7,martes-07,Congelados - Mercado Pago,2024
2822,9/7/2024,27,Buenos Aires,14,1,1,Efectivo,Completa,Facturas,$12.36,Panadería,$12.36,julio,7,martes-07,Panadería - Efectivo,2024
1393,10/7/2024,121,Cuyo,27,5,3,Tarjeta de Débito,Completa,Agua mineral,$6.21,Bebidas,$31.05,julio,7,miércoles-07,Bebidas - Tarjeta de Débito,2024
1628,10/7/2024,307,Cuyo,35,2,4,Mercado Pago,Completa,Arroz,$4.25,Conservas,$8.50,julio,7,miércoles-07,Conservas - Mercado Pago,2024
2414,10/7/2024,97,Buenos Aires,19,3,2,Tarjeta de Crédito,Completa,Tomates,$6.54,Frutas y Verduras,$19.62,julio,7,miércoles-07,Frutas y Verduras - Tarjeta de Crédito,2024
2857,10/7/2024,111,Cuyo,25,3,5,Transferencia,Completa,Pizza congelada,$15.45,Congelados,$46.35,julio,7,miércoles-07,Congelados - Transferencia,2024
848,11/7/2024,227,Buenos Aires,1,3,3,Tarjeta de Débito,Pendiente,Leche,$12.24,Lácteos,$36.72,julio,7,jueves-07,Lácteos - Tarjeta de Débito,2024
1388,11/7/2024,79,Patagonia,5,3,4,Mercado Pago,Completa,Manteca,$5.65,Lácteos,$16.95,julio,7,jueves-07,Lácteos - Mercado Pago,2024
1514,11/7/2024,156,Patagonia,14,1,4,Mercado Pago,Completa,Facturas,$12.36,Panadería,$12.36,julio,7,jueves-07,Panadería - Mercado Pago,2024
